,Relation Type,E1,E2,FACT
1131,亲人,万二喜,凤霞,"那天晚上凤霞摸着二喜送来的花布，看看笑笑，笑笑看看。有时抬头看到我和家珍在笑，心里一慌，脸就红了。看得出来凤霞喜欢二喜，我和家珍高兴，家珍说：
　　""二喜是个实在人，心眼好，把凤霞给他，我心里踏实。"""
1132,亲人,凤霞,我,"这时凤霞跑了过来，她睁大眼睛对我说：
　　""爹，娘坐上轿子啦。"""
1133,上下级,我,长根,那么过了三个来月，长根来了，就是我家的雇工。
1134,对立,三体文明,地球文明,到那时，三体舰队在地球文明面前将不堪一击——我们不是去远征，是去送死！
1135,亲人,王夫人,探春,原来近日贾母说孙女们太多，一处挤著倒不便，只留宝玉黛玉二人在这边解闷，却将迎春、探春、惜春三人移到王夫人这边房后三间抱厦内居住，令李纨陪伴照管。
1136,喜欢,萧炎,云韵,见到云韵那依稀有些绯红的耳尖，萧炎也是干笑了一声，然后长吐一口气，抛去心头的杂念，逐渐的凝神。
1137,上下级,新月,楚雁潮,新月说，当她说到“事业”这个词儿时，又觉得有些惶恐，在老师面前谈“事业”似乎口气太大了点儿，脸不觉微微红了，试探地说，“老师，我喜欢文学，将来打算做这方面的翻译工作……”啊，楚雁潮的心中又是一动，这正是他在学生时代选定的志向，可惜，毕业之后还没有来得及有所建树，却走上了基础英语的讲台！新月的话，使他不能不激动：“很好，你所选择的，在我看来是一项最有意义的事业！把外国文学介绍给中国，把中国文学推向世界，我们在这方面做的工作太少、太少了，许多名著都还没有译本！”他不由得发出了一声叹息。
1138,上下级,薛蟠,豪奴,薛蟠见英莲生得不俗，立意买了作妾，又遇冯家来夺，因恃强喝令豪奴将冯渊打死
1139,喜欢,萧炎,小医仙,"“唉，你不会懂的…”垂下青丝，遮住了俏脸，小医仙喃喃道：“如果日后再见，我希望你还能把我当朋友就好。”

    莫名其妙的捎了捎头，萧炎被小医仙这神神叨叨的话搞得满头雾水。"
1140,上下级,探春,媳妇,迎春姊妹三个告了坐方上来，迎春坐右手第一，探春左第二，惜春右第二。旁边丫鬟执著拂尘漱盂巾帕。李纨凤姐立于案旁布让。外间伺候的媳妇丫鬟虽多，却连一声咳嗽不闻。饭毕，各各有丫鬟用小茶盘捧上茶来。当日林家教女以惜福养身，每饭后必过片时方吃茶，不伤脾胃。今黛玉见了这里许多规矩不似家中，也只得随和著些。接了茶，又有人捧过漱盂来，黛玉也漱了口。又盥手毕，然后又捧上茶来，这方是吃的茶。
1141,亲人,韩天星,淑彦,他不傻，他什么不懂？从婚前的有限接触和婚后半个月的共同生活，他完全感到淑彦的纯洁、温柔、善良，她把她的心都给了丈夫，给了这个家，他还能忍心去伤害这样的妻子吗？那样，韩天星就不单在厂里不是人，在家里也不是人了！
1142,喜欢,萧炎,薰儿,"望着那光团，萧炎也是轻吐了一口气，心中，却是悄然的爬上一抹火热，那道倾国倾城的动人娇颜’在其脑海之中，越发的清晰。

    “薰儿我来了……”"
1143,亲人,韩太大,天星,韩太大收住了信马由缰的思绪，拉到非常现实的问题上来：天星既然已经把话挑明了，当妈的无论如何得表个态。她当然不能把心里想的都端出来，那样，儿子准得跟她翻儿，娘儿俩要是撕破了脸儿，好话他也听不进去了。
1144,同级同伴,罗辑,杨冬,“我是罗辑，杨冬的高中同学，您这是……”
1145,上下级,宝玉,墨雨,宝玉还有几个小厮：一名扫红，一名锄药，一名墨雨。
1146,上下级,楚雁潮,新月,楚雁潮显得有些尴尬，红着脸说：“我……我是这个班的班主任……”啊！新月太难为情了，刚才一路上她都把楚雁潮当成了新同学，哪儿想到他是自己的老师？她本来以为北大的老师都是花白头发的老教授呢！
1147,亲人,天星,韩太太,“儿子不也只有一个吗？”韩太太突然反间，“天星就是半途而废，误了一辈子的前程，你怎么不说啊？他和新月一样，都是你的骨血”韩子奇竟被她问住了。韩太太一提起天星，就勾起了满腹伤感：“一样的儿女，你没一样地待承啊！是天星这孩子笨吗？不争气吗？让他考大学了吗？连高中都没考，就进厂当学徒去了，那年，他才十五啊……”
1148,喜欢,萧炎,小医仙,"露出脑袋的小医仙，脸颊依稀有着淡淡的羞红，这般小女人般的模样，若是被那些毒宗之人看见，恐怕会当场惊得连下巴都掉下来，谁能想到，这出云帝国凶名几乎能够令得人闻风丧胆的毒宗天毒女，居然会有这般动人娇羞模样。

    “咳.这个.那个.你要干嘛？”尴尬的望着小医仙那嗔怪的目光，萧炎干笑道。"
1149,亲人,花自芳,袭人,茗烟先进去，叫袭人之兄花自芳。
1150,对立,萧炎,穆力,笑了笑。穆力眼中掠过丝丝阴冷。轻声道：“没关系。我会把你强行留在身边地。”说完。穆力将目光转移向了一旁沉默地萧炎。含笑道:早说了让你加入狼头佣兵团。可你却偏偏不听。现在。就算你想加入。那也是晚了。”
1151,喜欢,萧炎,薰儿,然而，就在手掌，即将离开薰儿手臂时，手猛的一探，环上那纤细柔软的腰肢，将之狠狠的搂进怀抱，脑袋深深的埋进薰儿散着淡淡清香的清丝中，喃喃的道：“薰儿，等着我，我会去找你的！
1152,上下级,章北海父亲,吴岳,章北海的父亲在一段不长的时间里曾经是他们的上级，关于自己和政委的沟通问题，吴岳曾和他谈过一次。
1153,同级同伴,程心,瓦季姆,但行星防御理事会战略情报局，简称PIA，是直接以三体舰队和母星为侦察目标的情报机构，有很强的宇航技术背景。程心毫不犹豫地接受了这个工作。PIA总部设在距联合国大厦不远的一幢六层旧楼中，楼里空荡荡的，她是最早来报到的人。在办公室一堆刚拆封的办公设备和纸箱子中间，她见到了PIA技术规划中心主任米哈伊尔·瓦季姆。
1154,对立,萧炎,付傲,“你就是萧炎？”望着萧炎，在看了一眼熏儿那与先前冷淡截然不同的温柔，付傲眉头忍不住皱了起来，冷笑道。
1155,对立,星环集团,联邦政府,星环集团被宣布为非法，联邦政府没收其全部资产，完全接管环日加速器，联邦太空军宣布对星环城长期占领，并解散星环科学家院和工程院。包括维德在内的星环集团上层和城市自卫队的三百多人被逮捕。
1156,喜欢,萧炎,云韵,在萧炎闭上眼眸时，云韵也是轻松了一口气，但脸颊上依然有着绯红残留，不管这家伙究竟是想要干什么，但这毕竟是大庭广众，众多花宗的弟子以及长老都是在下面，被他们这样看着像什么话。
1157,对立,萧炎,云棱,一击击退十几名执法弟子，萧炎脸色也是逐渐阴沉了下来，转身冷冷地盯着云棱：“云棱长老这是什么意思？”
1158,同级同伴,西子,丁仪,考察队由四人组成，除丁仪和西子外，还有两名来自欧洲舰队和北美舰队的军官，分别是一名少校和一名中校。
1159,亲人,萧炎,萧媚,少女坐在柔软的沙中，望着那缓缓上楼的背影贝齿紧咬着红唇，眸子中充斥着黯淡与悔意，有些事错了后，便是再也弥补不了，在当初萧炎未成为废物之前，萧媚与萧炎间的关系不客气的说，甚至能够与那时的薰儿相比肩，可是从天才陨落后，她却是选条与薰儿截然不同的方向，薰儿是依然不离不弃，而颇为现实的萧媚在两人之间，划出了一条极伤人心的界限。
1160,喜欢,萧炎,云韵,"云韵轻轻挥了挥手，打断了纳兰嫣然的话语，低头看了一眼下方那些浑身杀气的军队，缓缓吸了一口气，声音嘶哑的道：“你真的要赶尽杀绝方才满意么？”

    “那我萧家的血仇，谁来还？！”望着云韵那张如白纸般苍白的脸颊，萧炎心头也是涌上一股莫名情绪，旋即偏过头，狠着心冷声道。"
1161,喜欢,萧炎,小医仙,"小医仙美目凝视着面前萧炎那张年轻的脸庞，这张脸或许并没有她这些年见到的一些年轻俊杰帅气，但却如美酒般，缓缓的润人心脾，显得格外的温醇。

    “谢谢你。”"
1162,喜欢,萧炎,云韵,轻轻离开的云韵，并没有发现，在其转身时，那紧闭眼眸的萧炎，却是缓缓睁开眼睑，视线柔和的望着那动人身影，却是并未出声阻拦，任她腾空而去，最后迅的消失在视野之中。
1163,亲人,萧炎,萧媚,虽然萧炎是一脸温和笑容。不过萧媚却依然是从中感受到了那分生疏。听得周围少女们羡慕地声音。她却是有些鼻尖酸。眸子中充斥着黯淡。原本。他们间可以很亲昵地。她不需要这种敷衍性地问候。她倒是宁愿他对自己表现得愤怒。那样。至少还能让她庆幸。有愤怒。便是因为有让他怒地价值。
1164,上下级,宝玉,丫鬟,一语未了，只听外面一阵脚步响，丫鬟进来报道宝玉来了。
1165,喜欢,云天明,女孩,"官员们走后，何博士对云天明说：“我只是问问，您可以不回答：如果没猜错，这颗星星是送给一位女孩的？”
 
 云天明犹豫了一下，点点头。
 
 “幸运的女孩！”何博士也点点头，然后感叹道，“有钱真好。”
 
 “得了吧您哪，”一直没多说话的接待女孩冲何博士吐了吐舌头，“有钱？何老师就你，就是有三百亿，肯送女朋友一颗星星？嘁，别忘了你前两天说的那些话。”"
1166,喜欢,萧炎,薰儿,”琥嘉嘿嘿一笑，望着萧炎，道：“这个家伙，果然很赞，现在连本小姐都是忍不住有些心动，难怪以薰儿那般天之娇子，都会被其俘获芳心。”
1167,同级同伴,韩子奇,沙蒙·亨特,刹那间，韩子奇仿佛失去了知觉，他没有想到仓皇出逃的“王王”还会在远离故国的土地上重新戴上桂冠！他抑制住怦怦的心跳，站起身来握住沙蒙·亨特的手：“谢谢您，我的朋友！”
1168,亲人,迎春,探春,迎春姊妹三个告了坐方上来，迎春坐右手第一，探春左第二，惜春右第二。旁边丫鬟执著拂尘漱盂巾帕。李纨凤姐立于案旁布让。外间伺候的媳妇丫鬟虽多，却连一声咳嗽不闻。饭毕，各各有丫鬟用小茶盘捧上茶来。当日林家教女以惜福养身，每饭后必过片时方吃茶，不伤脾胃。今黛玉见了这里许多规矩不似家中，也只得随和著些。接了茶，又有人捧过漱盂来，黛玉也漱了口。又盥手毕，然后又捧上茶来，这方是吃的茶。
1169,喜欢,萧炎,小医仙,望着小医仙那有些悲哀地光洁侧脸。萧炎微微张了张嘴。想要说点什么。却是吐不出话来。
1170,亲人,萧炎,萧媚,"萧炎眉尖轻挑了挑，再懒得理会，摇了摇头，继续迈步前行。

    望着那消失在小路尽头的背影，萧媚有些忿忿的跺了跺小脚，旋即也是跟着同一条路走了上去。"
1171,喜欢,萧炎,薰儿,“是啊，是啊，这可是萧炎哥哥三年来第一次邀请我一起出去呢，薰儿可是很受宠若惊哦，当然要打扮得漂亮一点。”萧炎的亲昵取笑，让得薰儿眼眸弯成了浅浅的月牙，俏皮的娇笑道。
1172,同一人,叶文洁,统帅,"“我们的要求很简单：让统帅走，然后咱们一起玩什么都行。”女孩接着说，样子有些娇嗔。
 
  “我和同志们在一起。”叶文洁平静地说。"
1173,对立,萧炎,穆蛇,心头骇然的闪过一道念头，穆蛇急忙想将手中这犹如烫山芋的黑尺丢弃，可萧炎的身形，却是骤然闪现在其身后，低低的森然冷笑，让得穆蛇全身泛寒：“抢吧，你不是抢得很欢畅么？”
1174,喜欢,萧炎,小医仙,闻言，萧炎顿时在心中松了一口气，脸色也是有着一分难以掩饰的喜悦，小医仙能这么对他说，便是说明着她并未忘记两人之间的那份情谊，而且对于这时她来说颇为难得友情，即便如今阵营不同，可她依然是暗中珍惜。
1175,喜欢,萧炎,薰儿,望着忽然间变得豪气干云的萧炎，薰儿无奈的摇了摇头，刚欲开口再次劝说一下，然而萧炎却是忽然转过身子，双臂一伸，陡然间，一把搂住薰儿那不堪一握的小蛮腰，将之狠狠的勒进了怀中。
1176,上下级,韩新月,楚雁潮,他诧异地把视线从方桌上移开，缓缓地抬起头，这时，才在窗口右边的上铺看到了一双明亮的眼睛！“韩新月？”“哦，楚老师……”楚雁潮突然感到自己有些紧张，却又不知道是为什么。也许是下意识地想起了两个月前的那个小小的误会，当时刚刚做班主任的楚雁潮在新来的学生面前还不好意思说出自己是老师，就是在这个地方，弄得两个人都很尴尬。
1177,亲人,宝玉,秦氏,一时，宝玉倦怠，欲睡中觉。贾母命人好生哄著，歇息一回再来。贾蓉之妻秦氏便忙笑道：“我们这里有给宝二叔收拾下的屋子，老祖宗放心，只管交给我就是了。”
1178,喜欢,萧炎,萧媚,缓步走近有些忐忑地萧媚。萧炎微笑了笑。冲着她点了点头。在她面前停顿了一会。随意微笑着谈一两句话。然后便是从萧媚身旁身而过。
1179,喜欢,萧炎,小医仙,他也同为很清楚，在将小医仙救出之后，便是将会与冰河谷对立，不过，以萧炎的性子，难道便是会因为这冰河谷势强便将小医仙弃之不顾么？
1180,喜欢,萧炎,云韵,"突然听得云韵这有些莫名其妙的话语，萧炎愣了愣，望着那张绝美的脸颊，终于是明白了什么，一时间竟然是无言而对，最难消受的，便是美人恩啊。

    房间之内的气氛，突然间便是变得有些旖旎了起来，片刻后，萧炎干咳了一声，打破沉默。"
1181,上下级,萧炎,药老,"“老师，这丹药便是你当初与我偶然提起的“噬生丹”。”萧炎脸庞也是颇为凝重，声音压得极低，只能两人听见。

    “果然是这东西”眼瞪微微一缩，药老缓缓的吸了一口冷气，从那血色丹药一出现时，再配合着那有着能量封印痕迹的药瓶，他便是隐隐猜到了一点。"
1182,喜欢,萧炎,薰儿,"被萧炎这突如其来的举动吓得有些傻，片刻后，薰儿粉嫩的耳尖，嫣红浮上，轻微挣扎了一番，便是羞涩的停止了下来，小脸上略微泛着一层诱人的晕红。

    “薰儿，一年后，我会去迦南学院找你，等着我。”

    将脑袋深埋在那头柔顺的青丝之中，少年的承喏，终于让得有些不知所措的少女，乖乖点头。"
1183,喜欢,长帆,露珠公主,但有时夜深人静，也有人讲述不是故事的故事，那是对露珠公主和长帆经历的想象。每个人的想象都不一样，但人们都认为他俩到过无数神奇的国度，还到过像大海一样广阔的陆地，他们永远在航行和旅途中，不管走到哪里，他们总是幸福地生活在一起。
1184,对立,萧炎,白山,“你若是男人。就要站在女人身后。”缓缓吸了一口气将心中怒意压抑住。白山冷冷瞥向萧炎角一勾。不屑地冷笑道。
1185,对立,女孩儿,潘寒,有三个人突然冲出人群，其中包括扭断潘寒脖子的那个美丽女孩儿，他们冲向那座活动的三体艺术品，一个人抓住了一颗翻飞的金属球，紧紧抱在胸前。
1186,喜欢,子奇,梁冰玉,“谢谢你，子奇，你解除了我的一块心病！”梁冰玉说，“在这以前，我从来也没有这样问过你，我不敢问。当我炽烈地爱着你的时候，我也曾经在眼前看到了壁儿，她是你的妻子，是我的姐姐，我担心自己的举动伤害了她。
1187,亲人,贾珍,贾蔷,原来这人名唤贾蔷，亦系宁府中之正派玄孙，父母早亡，从小儿跟著贾珍过活。如今长了十六岁，比贾蓉生得还风流俊俏。他兄弟二人最相亲厚，常共起居。
1188,上下级,惜春,丫鬟,迎春姊妹三个告了坐方上来，迎春坐右手第一，探春左第二，惜春右第二。旁边丫鬟执著拂尘漱盂巾帕。李纨凤姐立于案旁布让。外间伺候的媳妇丫鬟虽多，却连一声咳嗽不闻。饭毕，各各有丫鬟用小茶盘捧上茶来。当日林家教女以惜福养身，每饭后必过片时方吃茶，不伤脾胃。今黛玉见了这里许多规矩不似家中，也只得随和著些。接了茶，又有人捧过漱盂来，黛玉也漱了口。又盥手毕，然后又捧上茶来，这方是吃的茶。
1189,亲人,罗辑,庄颜,"直到泰勒走得很近了，一直陶醉地看着妻儿的罗辑才注意到他。出于由共同身份产生的心理障碍，到目前为止，四位面壁者之间没有任何私人联系。但因为事先已经通过电话，所以罗辑对泰勒的到来并不吃惊，并对他表现出了礼貌的热情。
 
 “请夫人原谅我的打扰。”泰勒对拉着孩子走过来的庄颜微微鞠躬说。"
1190,对立,萧炎,加列奥,在地面上坐了足足有十多分钟，萧炎方才缓缓的爬起身子，眼光森冷的瞥了一眼不远处目瞪口呆的柳席，拖着已经麻木的右脚，捡起一旁的铁棍，满脸凶光的对着躺在地上嚎叫的加列奥艰难行去，刚才加列奥的出手，已经露出了他对自己的杀心，对于想要自己命的人，萧炎也同样不会作出无谓的慈悲。
1191,对立,萧炎,柳菲,对于柳菲的喝骂，萧炎仅仅是挑了挑眉，但是却是连目光都懒得转过去，这种毫不讲理的蛮横女人，他一向是敬而远之
1192,喜欢,云天明,程心,刚进大学时，一切都与他想象中的差不多，直到他见到程心。云天明以前也被女孩子吸引过，但从来没有这种感觉：他感到周围陌生冰冷的一切突然都充满了柔和温暖的阳光。一开始，他甚至没有意识到这阳光的来源，就像透过云层的太阳，所发出的月亮般的弱光仅能显示出圆盘的形状，只有当它消失时，人们才意识到它是白天所有光亮的来源。云天明的太阳在国庆长假到来时消失了，程心离校回了家，他感到周围一下子黯淡下来。
1193,上下级,程心,瓦季姆,瓦季姆坐在纸箱子上向程心抱怨说，自己在航天专业做了十几年，不需要什么航天技术助理，各国都使劲向PIA塞人，却舍不得出钱。想到自己面前是一个年轻姑娘，他又安慰有些失落的程心说，如果这个机构以后创造了历史——这是完全有可能的，虽然不一定是好的历史——那他们俩是最先到来的人。
1194,喜欢,萧炎,小医仙,"小医仙柔柔的点了点头，.美目望着面前的青年，短短一年不到的时间，后者的脚步，似乎是快要追赶她。”

    萧炎伸出手臂，揽住小医仙那盈盈一握的小蛮腰，然后让得地妖傀将躲在一旁的欣蓝带上，身形一动，便是迅对着落神涧更深处急掠而去。”"
1195,亲人,韩太太,韩子奇,韩太太无论如何也不肯离开她这个家，韩子奇不得不决定只身抛妻别子，护送他那些比性命还要珍贵的宝贝，远走异国他乡。
1196,喜欢,艾AA,云天明,程心和关一帆再次拥抱在一起，他们都为艾AA和云天明流下了欣慰的泪水，幸福地感受着那两个人在十八万个世纪前的幸福，在这种幸福中，他们绝望的心灵变得无比宁静了。
1197,同级同伴,张援朝,老杨,张援朝昨天办完了退休手续，离开他工作了四十多年的化工厂，用邻居老杨的话说，今天他要开始自己的第二童年了。
1198,喜欢,萧炎,小医仙,"闻言。小医仙俏脸微红。娇嗔的白了他一眼，然后舞了舞小拳头。轻哼道：“最好别以为我实力差，你就敢给我乱来。”

    “呃，我可不想被你神不知鬼不觉的下了一些莫名其妙的毒。”摆了摆手，萧炎笑眯眯的道。"
1199,同一人,宝玉,宝二叔,一时，宝玉倦怠，欲睡中觉。贾母命人好生哄著，歇息一回再来。贾蓉之妻秦氏便忙笑道：“我们这里有给宝二叔收拾下的屋子，老祖宗放心，只管交给我就是了。”
1200,对立,萧炎,冰元,冰符踏着虚空缓缓走向萧炎，脚步没踏前一步，那从其体内涌出的气息，便是越加冰寒，而其脸庞上，也是浮现一抹戏谑的冰冷笑意。“冰元，动手吧，你先将正事解决，不然若走出了什么变故，我们也免不了被责罚。”
1201,亲人,萧炎,萧媚,随着萧炎地身影走过，萧媚抽了抽鼻子，努力不让得眼中湿气凝聚，虽然磨得她恨不得抱着人痛哭一场，可她却还是抬起俏脸对着身旁那些还一脸羡慕的少女们强笑了笑，然后便欲转身离开。
1202,喜欢,萧炎,云韵,听得萧炎那宛如最终审判般的冷语，云韵娇躯也是微微一颢，贝齿紧咬着红唇，脸颊之上布满着异样的苍白，这云岚宗，真的是要毁在自己手中么玉手握了握，云韵明眸缓缓在下方无数云岚宗弟子面上扫过，脸颊上浮现一抹悲凉，喃喃道：“这就是你对云岚宗的报复么？”
1203,对立,萧炎,萧宁,远处，望着萧炎对薰儿的亲昵举动，萧宁脸皮一抽，心头的嫉妒火焰，让得他恨不得冲过去对着那张可怜的脸狠狠的踩上几脚。
1204,同级同伴,章北海,吴岳,"“父亲的病怎么样了？”吴岳问。
 
 章北海轻轻摇摇头：“不好，也就是维持吧。”
 
 “你请个假吧。”
 
 “他刚住院时我已经请过一次了，现在这形势，到时候再说吧。”
 
 然后两人就又沉默了，他们之间每一次关于个人生活的交流都是这样，关于工作的谈话肯定会多一些，但也总是隔着一层东西。"
1205,亲人,万二喜,凤霞,二喜和凤霞每天都睡在毛主席的话上面。
1206,亲人,赦老爷,贾琏,若问那赦老爷，也有一子，名叫贾琏，今已二十多岁了，亲上做亲，娶的是政老爷夫人王氏内侄女，今已娶了四五年。
1207,亲人,迎春,贾母,如今且说林黛玉自在荣府以来，贾母万般怜爱，寝食起居一如宝玉，迎春、探春、惜春三个亲孙女倒且靠后了。
1208,亲人,家珍,凤霞,"家珍不愿意去医院，一路上嘟嘟哝哝的。走了一段，我没力气了，就让凤霞替我。凤霞力气比我都大，背着她娘走起路来咚咚响，家珍到了凤背脊上，不再嘟哝什么，突然笑起来，宽慰地说：
“凤霞长大了。”"
1209,亲人,萧炎,萧媚,"而现在萧炎这幅平淡模样。却是让得萧媚极为心痛。讨厌一个人。不是对她有所愤怒。而是彻底地无视她。现在地萧炎。似乎便已经到达了这一步。

    而这一切。则全是因为当年尚还是小孩时她地一念之差所致！"
1210,同级同伴,章北海,吴岳,吴岳一直坚持这样一个信条：在战舰指挥这个艰险的岗位上，两个指挥员必须很好地了解对方的思维方式，所以这一点一直是吴岳心中的一个疙瘩。开始，他以为这是章北海对自己的某种防范，感到很委屈：在驱逐舰长这个不上不下的艰难岗位上，还有谁比自己更坦诚更没心计吗？
1211,对立,萧炎,云棱,“哼，不知道？”闻言，云棱脸庞浮现一抹冷笑，厉声喝道：“萧炎，参加炼药师大会，后取得冠军的那个岩枭，也是你伪装而成的吧，这一点，我能找出不下十人出来作证，你可能赖掉？”
1212,同级同伴,章北海,吴岳,吴岳度过了苦闷迷茫的余生。他曾经在长达十几年的时间里参加人类纪念工程，但也并未从中找到精神安慰，在七十七岁时孤独地逝去。同常伟思一样，他在最后的时刻也叨念着章北海的名字，这个正在冬眠中跨越时间的坚强战士，寄托了他们对未来共同的希冀。
1213,亲人,韩太太,天星,韩太太冷笑着说：“我儿子还能打得了光棍儿？哼，金瓶头不缺柳木把儿，我们怕什么？天星，走，吃饭去！为这种人生气伤身不值得，身子可是自个儿的！”
1214,喜欢,萧炎,小医仙,见到那小医仙荡漾开的美丽笑容，萧炎略微有些失神，这般柔和笑容，与当年青山镇时，一般无二的动人。
1215,亲人,奥立佛,沙蒙·亨特,“奥立佛，奥立佛！”沙蒙·亨特疯了！他暴跳着，咆哮着，沙哑的、苍老的声音向着苍天呼唤爱子的魂兮归来！
1216,亲人,叶文洁,杨冬,他猜她大概就是自己要找的人，一问，她果然就是杨冬的母亲，叶文洁。
1217,喜欢,萧炎,云韵,云韵抬头望着那针锋相对的两人，美丽容颜上忍不住地浮现一抹焦虑，萧炎就是药岩的事实，将她以往的冷静，在顷刻间，击得粉碎，一股犹如乱麻般的情绪，缭绕在心头，让得她甚至都是忘记了组织乱成一团的云岚宗弟子。
1218,亲人,士隐,封肃,不想这日，三月十五，葫芦庙中炸供，那和尚不小心，油锅火逸，便烧著窗纸。此方人家俱用竹篱木壁，也是劫数应当如此，于是接二连三，牵五挂四，将一条街烧得如火焰山一般。彼时虽有军民来救，那火已成了势了，如何救得下！直烧了一夜方息，也不知烧了多少人家。只可怜甄家在隔壁，早成了一堆瓦砾场了，只有他夫妇并几个家人的性命不曾伤了。急的士隐惟跌足长叹而已。与妻子商议，且到田庄上去住。偏值近年水旱不收，盗贼蜂起，官兵剿捕，田庄上又难以安身。只得将田地都折变了，携了妻子与两个丫鬟投他岳丈家去。他岳丈名唤封肃，本贯大如州人氏，虽是务农，家中却还殷实。今见女婿这等狼狈而来，心中便有些不乐。幸而士隐还有折变田产的银子在身边，拿出来托他随便置买些房地，以为后日衣食之计。那封肃便半用半赚的，略与他些薄田破屋。士隐乃读书之人，不惯生理稼穑等事，勉强支持了一二年，越发穷了。封肃见面时便说些现成话儿，且人前人后又怨他不会过，只一味好吃懒做。士隐知道了，心中未免悔恨，再兼上年惊唬，急忿怨痛：暮年之人，那禁得贫病交攻？竟渐渐的露出那下世的光景来。可巧这日拄了拐挣扎到街前散散心时，忽见那边来了一个跛足道人，疯狂落拓，麻鞋鹑衣，口内念著几句言词道：
1219,喜欢,丁仪,杨冬,"“丁仪博士，您能否把杨冬的遗书给汪教授看一下？她的最简短，也最有概括性。”
 
  那个一直低着头沉默的人半天才有所反应，掏出一个白色的信封隔着桌子递给汪淼，大史在旁边低声说：“他是杨冬的男友。”"
1220,喜欢,萧炎,薰儿,"“谢谢你了，薰儿”

    手掌轻轻揉着掌心中那温软如玉般的小手，萧炎轻声道，他能够猜测到，这之中，必然有着薰儿的帮忙，她今日匆忙赶往古族之内，想必也是与此事有关。"
1221,上下级,宝玉,锄药,宝玉还有几个小厮：一名扫红，一名锄药，一名墨雨。
1222,亲人,林如海,黛玉,谁知这年冬底，林如海因为身染重疾，写书来特接黛玉回去。贾母听了，未免又加忧闷，只得忙忙的打点黛玉起身。宝玉大不自在，争奈父女之情，也不好拦阻。
1223,喜欢,萧炎,云韵,萧炎笑着点了点头，再度嘱咐了云韵几句，便是转身离开了这处暗香萦绕的闺房。
1224,上下级,迎春,媳妇,迎春姊妹三个告了坐方上来，迎春坐右手第一，探春左第二，惜春右第二。旁边丫鬟执著拂尘漱盂巾帕。李纨凤姐立于案旁布让。外间伺候的媳妇丫鬟虽多，却连一声咳嗽不闻。饭毕，各各有丫鬟用小茶盘捧上茶来。当日林家教女以惜福养身，每饭后必过片时方吃茶，不伤脾胃。今黛玉见了这里许多规矩不似家中，也只得随和著些。接了茶，又有人捧过漱盂来，黛玉也漱了口。又盥手毕，然后又捧上茶来，这方是吃的茶。
1225,喜欢,萧炎,美杜莎,"“见我？”闻言，萧炎一怔，愕然道：“见我干嘛？”

    美杜莎脸色略有些不太自然，脸颊偏向一旁，道：“族内长老有着秘术，能够轻易探知别人身体，我.我并非处子之身的事，她们也已经知道。”"
1226,对立,萧炎,云山,萧炎目光四处扫视一圈后，便是迅收回，缓缓的吐了一口气，眼芒闪烁的冷视着面前嘴角噙着狞笑的云山。
1227,对立,萧炎,柳菲,“哼，你算什么东西？我表哥也是你能训斥的？别以为打败了白程便可得意，那萧炎也不过是个靠着丹药之力的废物罢了。”瞧得薰儿这般举动，那柳菲顿时有些不乐意了，而特别是当她见到一直对女色颇为淡薄的表哥竟然对前者表现出了颇感兴趣的神色，心头酸意顿时涌了起来，当下也是忍不住的上前一步，指着薰儿娇声回击道。
1228,喜欢,萧炎,小医仙,眼睛紧盯着泪珠划过娇嫩脸颊的小医仙，萧炎心头有些触动，摇了摇头，嘴角噙着温暖地笑意，轻拍了拍她的脑袋，柔声道：“怕的话，刚才我就自己跑了，不管如何说，我们可是共过患难的哦。”
1229,亲人,万二喜,家珍,"我的眼泪唰唰地流了出来，二喜本来已经不哭了，一看到家珍又呜呜地哭起来，他嘴里叫着：
　　""娘，娘......"""
1230,喜欢,萧炎,小医仙,望着那一身清淡素衣，显得格外清纯的小医仙，萧炎也是笑着点了点头，道；“这几日，辛苦守护了。”“我们之间，还用说这般客套话么？”小医仙眼睑微垂，轻声道。“呵呵，倒是我鲁莽了，你不喜，以后不说便是。
1231,喜欢,萧炎,美杜莎,萧炎脸庞上赔着笑，目光不着痕迹的看了美杜莎一眼，此刻的后者纤手正轻轻的抚着小腹，脸颊上的神色颇为古怪，恐怕她也是想不到，这里会突然出现了一道细微的生命气息。
1232,上下级,萧炎,药老,"而随着药老声音的消逝，萧炎能够感觉到，药老的意识，正在飞快的退出自己体内，而就在意识完全退出的霎那，一股雄浑力量悄然自其体内涌出，令得萧炎气势暴涨许多。

    “老师，学生不会让您失望的。”"
1233,喜欢,萧炎,萧媚,"眉头不着痕迹的皱了皱，萧炎抬起头望着站在面前的萧媚，淡淡的笑道：“有事？”

    看着萧炎清秀小脸上的那抹隐匿的冷淡，萧媚心中一滞，脸颊上露出勉强的笑容，轻声道：“萧炎表哥，恭喜你了。”"
1234,亲人,贾珍,贾蓉,幸而早年留下一个儿子，名唤贾珍，因他父亲一心想作神仙，把官倒让他袭了。他父亲又不肯住在家里，只在都中城外和那些道士们胡羼。这位珍爷也生了一个儿子，今年才十六岁，名叫贾蓉。
1235,对立,亚洲舰队,“自然选择”号,直到这时，亚洲舰队统帅部才确认了这个令人难以置信的事实：“自然选择”号叛逃了！
